battery,capacity,connectivity,display,fast_charge_point,features,front_camera,in_store,launch_date,oper_sys,perform,prod_brand,prod_name,prod_no_of_ratings,prod_price,prod_star,prod_url,product_availability,ram,rear_camera,refresh_rate
10800 mah battery with fast charging,10800,dual sim: nano + nano (hybrid) with volte support,16.71,Yes,side fingerprint sensor |face unlock|no 3.5 mm headphone jack present,32.0,256.0,,android v12,mediatek helio g99 octa core processor,doogee,doogee s100 pro,0,29999,0.0,https://pricebaba.com/mobile/doogee-s100-pro,in stock,8.0,108.0,60
6000 mah battery with fast charging,6000,dual sim: nano + nano with volte support,17.07,Yes,side fingerprint sensor |face unlock|no 3.5 mm headphone jack present,16.0,256.0,,android v13,mediatek dimensity 900 mt6877 octa core processor,realme,realme realme 12s,0,16990,0.0,https://pricebaba.com/mobile/realme-12s,in stock,8.0,64.0,60
6000 mah battery with fast charging,6000,dual sim: nano + nano with volte support,17.22,Yes,on-screen fingerprint sensor |face unlock|3.5 mm headphone jack present,12.0,256.0,,android v12,mediatek dimensity 9000 plus mt6983 octa core processor,asus,asus rog phone 6d,0,72490,0.0,https://pricebaba.com/mobile/asus-rog-phone-6d,in stock,16.0,50.0,165
"6000 mah battery with super charging, charges upto 50% in 24 minutes",6000,dual sim: nano + nano with volte support,16.92,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,8.0,256.0,,android v12,mediatek helio g99 octa core processor,tecno,tecno pova 4 pro,0,21890,0.0,https://pricebaba.com/mobile/tecno-pova-4-pro,in stock,8.0,50.0,90
5500 mah battery with fast charging,5500,dual sim: nano + nano with volte support,16.89,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,50.0,128.0,,android v13,samsung exynos 1280 octa core processor,samsung,samsung galaxy a56,0,24990,0.0,https://pricebaba.com/mobile/samsung-galaxy-a56,in stock,8.0,64.0,60
5000 mah battery with super charging,5000,dual sim: nano + nano with volte support,16.94,Yes,on-screen fingerprint sensor |face unlock|3.5 mm headphone jack present,32.0,256.0,,android v13,mediatek helio g99 octa core processor,tecno,tecno camon 20 pro 4g,0,16990,0.0,https://pricebaba.com/mobile/tecno-camon-20-pro-4g,in stock,8.0,64.0,120
4000 mah battery with fast charging,4000,dual sim: nano + nano with volte support,17.02,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,8.0,128.0,,android v12,mediatek dimensity 6020 octa core processor,honor,honor play 7t pro,0,17890,0.0,https://pricebaba.com/mobile/honor-play-7t-pro,in stock,8.0,50.0,90
5000 mah battery,5000,dual sim: nano + nano with volte support,16.87,No,side fingerprint sensor |face unlock|3.5 mm headphone jack present,8.0,128.0,,android v13,mediatek dimensity 6020 octa core processor,vivo,vivo y35 plus,0,21290,0.0,https://pricebaba.com/mobile/vivo-y35-plus,in stock,6.0,50.0,60
6000 mah battery with fast charging,6000,dual sim: nano + nano with volte support,17.32,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,8.0,64.0,,android v13,mediatek helio g37 octa core processor,infinix,infinix hot 30 play,0,12999,0.0,https://pricebaba.com/mobile/infinix-hot-30-play,in stock,4.0,16.0,90
"5000 mah battery with fast charging, charges upto 100% in 14 minutes",5000,dual sim: nano + nano with volte support,17.27,Yes,on-screen fingerprint sensor |face unlock|3.5 mm headphone jack present,16.0,256.0,,android v13,qualcomm snapdragon 8 gen 2 octa core processor,nubia,nubia red magic 8s pro plus,0,62490,0.0,https://pricebaba.com/mobile/nubia-red-magic-8s-pro-plus,in stock,16.0,50.0,120
3700 mah battery with fast charging,3700,single sim: nano with volte support,17.02,Yes,side fingerprint sensor |face unlock|no 3.5 mm headphone jack present,10.0,128.0,,android v13,qualcomm snapdragon 8 gen 2 octa core processor,samsung,samsung w24 flip,0,99990,0.0,https://pricebaba.com/mobile/samsung-w24-flip,in stock,8.0,12.0,120
5000 mah battery with fast charging,5000,dual sim: nano + nano with volte support,16.94,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,8.0,128.0,,android v14,mediatek helio g99 octa core processor,tecno,tecno spark 11,0,11990,0.0,https://pricebaba.com/mobile/tecno-spark-11,in stock,8.0,50.0,120
5000 mah battery with fast charging,5000,single sim: nano with volte support,19.3,Yes,side fingerprint sensor |face unlock|no 3.5 mm headphone jack present,32.0,256.0,,android v13,qualcomm snapdragon 8 gen 2 octa core processor,nothing,nothing fold 1,0,89999,0.0,https://pricebaba.com/mobile/nothing-fold-1,in stock,12.0,50.0,120
5000 mah battery with flash charging,5000,dual sim: nano + nano with volte support,16.94,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,16.0,128.0,,android v14,mediatek dimensity 7200 octa core processor,iqoo,iqoo z8x,0,19990,0.0,https://pricebaba.com/mobile/iqoo-z8x,in stock,8.0,64.0,60
5100 mah battery with fast charging,5100,dual sim: nano + nano with volte support,17.09,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,12.0,256.0,,android v13,qualcomm snapdragon 8 gen 2 octa core processor,honor,honor magic 5,0,78990,0.0,https://pricebaba.com/mobile/honor-magic-5,in stock,8.0,54.0,120
5000 mah battery,5000,single sim: nano with volte support,16.51,No,rear fingerprint sensor |face unlock|3.5 mm headphone jack present,5.0,32.0,,android v12,mediatek helio g37 octa core processor,motorola,motorola g play 2023,0,13990,0.0,https://pricebaba.com/mobile/motorola-g-play-2023,in stock,3.0,16.0,90
6000 mah battery with fast charging,6000,dual sim: nano + nano with volte support,17.07,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,24.0,512.0,,android v13,qualcomm snapdragon 8 gen 1 octa core processor,oneplus,oneplus 13r,0,52990,0.0,https://pricebaba.com/mobile/oneplus-13r,in stock,12.0,108.0,60
5100 mah battery with fast charging,5100,dual sim: nano + nano with volte support,17.07,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,50.0,512.0,,android v13,mediatek dimensity 9200 octa core processor,vivo,vivo s18 pro,0,52990,0.0,https://pricebaba.com/mobile/vivo-s18-pro,in stock,12.0,64.0,60
5500 mah battery with fast charging,5500,dual sim: nano + nano with volte support,17.32,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,32.0,512.0,,android v13,mediatek dimensity 9000 plus octa core processor,tecno,tecno phantom x3 pro,0,52990,0.0,https://pricebaba.com/mobile/tecno-phantom-x3-pro,in stock,12.0,64.0,60
5000 mah battery,5000,single sim: nano with volte support,16.51,No,side fingerprint sensor |face unlock|3.5 mm headphone jack present,16.0,256.0,,android v13,mediatek dimensity 930 mt6855 octa core processor,motorola,motorola g power 5g,0,24590,0.0,https://pricebaba.com/mobile/motorola-g-power-5g,in stock,6.0,50.0,120
4500 mah battery,4500,dual sim: nano + nano with volte support,16.54,No,face unlock|3.5 mm headphone jack present,5.0,64.0,,android v12,mediatek helio g85 octa core processor,coolpad,coolpad cool 30,0,7990,0.0,https://pricebaba.com/mobile/coolpad-cool-30,in stock,4.0,48.0,60
5000 mah battery,5000,dual sim: nano + nano with volte support,16.54,No,no fingerprint sensor |face unlock|3.5 mm headphone jack present,13.0,128.0,,android v13,unisoc t770 octa core processor,nubia,nubia n5,0,17490,0.0,https://pricebaba.com/mobile/nubia-n5,in stock,4.0,50.0,90
"5000 mah battery with super vooc charging, charges upto 100% in 30 minutes",5000,dual sim: nano + nano with volte support,17.32,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,32.0,256.0,,android v13,qualcomm snapdragon 8 gen 2 octa core processor,oppo,oppo find x6 pro,0,72190,0.0,https://pricebaba.com/mobile/oppo-find-x6-pro,in stock,12.0,50.0,120
4300 mah battery with fast charging,4300,dual sim: nano + nano with volte support,14.99,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,32.0,256.0,,android v13,qualcomm snapdragon 8 gen 2 octa core processor,asus,asus zenfone 10,0,71390,0.0,https://pricebaba.com/mobile/asus-zenfone-10,in stock,8.0,50.0,144
"5000 mah battery with fast charging, charges upto 80% in 30 minutes",5000,dual sim: nano + nano with volte support,17.22,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,16.0,128.0,,android v13,mediatek helio g99 octa core processor,infinix,infinix note 30 pro,0,19990,0.0,https://pricebaba.com/mobile/infinix-note-30-pro,in stock,8.0,108.0,120
5500 mah battery with super flash charging,5500,dual sim: nano + nano with volte support,17.12,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,16.0,256.0,,android v13,qualcomm snapdragon 7 plus gen 2 octa core processor,realme,realme gt neo 5 se,0,23990,0.0,https://pricebaba.com/mobile/realme-gt-neo-5-se,in stock,8.0,64.0,144
"5000 mah battery with super vooc charging, charges upto 100% in 16 minutes",5000,dual sim: nano + nano with volte support,17.12,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,16.0,256.0,,android v13,qualcomm snapdragon 8 plus gen 1 octa core processor,realme,realme gt neo 5 5g,0,31690,0.0,https://pricebaba.com/mobile/realme-gt-neo-5-5g,in stock,8.0,50.0,144
"5000 mah battery with fast charging, charges upto 50% in 29 minutes",5000,dual sim: nano + nano with volte support,16.33,Yes,on-screen fingerprint sensor |face unlock|3.5 mm headphone jack present,8.0,128.0,,android v13,mediatek dimensity 6020 octa core processor,realme,realme 11,0,18990,0.0,https://pricebaba.com/mobile/realme-11,in stock,8.0,64.0,90
"5500 mah battery with fast charging, charges upto 50% in 15 minutes",5500,dual sim: nano + nano with volte support,16.94,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,16.0,256.0,,android v13,qualcomm snapdragon 7 plus gen 2 octa core processor,xiaomi,xiaomi redmi note 12 turbo,0,23990,0.0,https://pricebaba.com/mobile/xiaomi-redmi-note-12-turbo,in stock,8.0,64.0,120
"4600 mah battery with flash charging, charges upto 50% in 19 minutes",4600,dual sim: nano + nano with volte support,17.22,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,50.0,128.0,,android v13,qualcomm snapdragon 870 octa core processor,vivo,vivo s16,0,29690,0.0,https://pricebaba.com/mobile/vivo-s16,in stock,8.0,64.0,120
5000 mah battery with flash charging,5000,dual sim: nano + nano with volte support,17.22,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,8.0,128.0,,android v13,qualcomm snapdragon 695 octa core processor,vivo,vivo y78 plus,0,19090,0.0,https://pricebaba.com/mobile/vivo-y78-plus,in stock,8.0,50.0,120
5000 mah battery with super vooc charging,5000,dual sim: nano + nano (hybrid) with volte support,17.02,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,16.0,128.0,,android v13,qualcomm snapdragon 782g octa core processor,oneplus,oneplus nord ce 3 5g,0,26999,0.0,https://pricebaba.com/mobile/oneplus-nord-ce-3-5g,in stock,8.0,50.0,120
5000 mah battery with fast charging,5000,dual sim: nano + nano with volte support,16.51,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,13.0,128.0,,android v13,mediatek helio g99 octa core processor,samsung,samsung galaxy a24,0,18090,0.0,https://pricebaba.com/mobile/samsung-galaxy-a24,in stock,6.0,50.0,90
5500 mah battery with flash charging,5500,dual sim: nano + nano with volte support,16.94,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,16.0,128.0,,android v13,qualcomm snapdragon 8 plus gen 1 octa core processor,xiaomi,xiaomi redmi k60,0,29790,0.0,https://pricebaba.com/mobile/xiaomi-redmi-k60,in stock,8.0,64.0,120
"5000 mah battery with super flash charging, charges upto 80% in 33 minutes",5000,dual sim: nano + nano (hybrid) with volte support,17.07,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,16.0,128.0,,android v13,qualcomm snapdragon 695 octa core processor,oppo,oppo k11x,0,17590,0.0,https://pricebaba.com/mobile/oppo-k11x,in stock,8.0,108.0,120
5000 mah battery with flash charging,5000,dual sim: nano + nano with volte support,16.87,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,8.0,128.0,,android v13,mediatek dimensity 7020 octa core processor,vivo,vivo y78 5g,0,16590,0.0,https://pricebaba.com/mobile/vivo-y78-5g,in stock,8.0,50.0,120
"5000 mah battery with flash charging, charges upto 50% in 9 minutes",5000,dual sim: nano + nano with volte support,17.22,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,16.0,256.0,,android v13,qualcomm snapdragon 8 plus gen 1 octa core processor,iqoo,iqoo neo 8,0,29390,0.0,https://pricebaba.com/mobile/iqoo-neo-8,in stock,12.0,50.0,144
"4600 mah battery with turbo power charging, charges upto 100% in 23 minutes",4600,dual sim: nano + nano,16.94,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,60.0,256.0,50,android v13,qualcomm snapdragon 8 gen 2 octa core processor,motorola,motorola edge 40 pro 5g,0,80930,0.0,https://pricebaba.com/mobile/motorola-edge-40-pro-5g,in stock,12.0,50.0,165
"5000 mah battery with quick charging v4.0, charges upto 100% in 35 minutes",5000,dual sim: nano + nano with volte support,17.09,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,32.0,256.0,,android v13,qualcomm snapdragon 8 gen 2 octa core processor,xiaomi,xiaomi mi 13 ultra,0,71590,0.0,https://pricebaba.com/mobile/xiaomi-mi-13-ultra,in stock,12.0,50.0,120
6000 mah battery with fast charging,6000,dual sim: nano + nano (hybrid) with volte support,17.02,Yes,side fingerprint sensor |face unlock|no 3.5 mm headphone jack present,32.0,128.0,,android v13,samsung exynos 1380 octa core processor,samsung,samsung galaxy m54,0,37999,0.0,https://pricebaba.com/mobile/samsung-galaxy-m54,in stock,8.0,108.0,120
"5000 mah battery with fast charging, charges upto 50% in 30 minutes",5000,dual sim: nano + esim with volte support,16.51,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,12.0,256.0,,android v13,qualcomm snapdragon 8 gen 2 octa core processor,sony,sony xperia 1 v,0,114790,0.0,https://pricebaba.com/mobile/sony-xperia-1-v,in stock,12.0,48.0,120
"4500 mah battery with super vooc charging, charges upto 100% in 44 minutes",4500,dual sim: nano + nano with volte support,17.02,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,32.0,256.0,,android v13,qualcomm snapdragon 778g octa core processor,oppo,oppo reno9,0,28590,0.0,https://pricebaba.com/mobile/oppo-reno9,in stock,8.0,64.0,120
"4600 mah battery with turbo power charging, charges upto 50% in 7 minutes",4600,dual sim: nano + nano with volte support,16.94,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,60.0,128.0,,android v13,qualcomm snapdragon 8 gen 2 octa core processor,motorola,motorola x40,0,40390,0.0,https://pricebaba.com/mobile/motorola-x40,in stock,8.0,50.0,165
5080 mah battery with fast charging,5080,dual sim: nano + nano with volte support,16.76,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,16.0,128.0,,android v13,mediatek dimensity 8200 mt6896z octa core processor,xiaomi,xiaomi redmi note 12t pro,0,18690,0.0,https://pricebaba.com/mobile/xiaomi-redmi-note-12t-pro,in stock,8.0,64.0,144
"6000 mah battery with quick charging v5.0, charges upto 100% in 42 minutes",6000,dual sim: nano + nano with volte support,17.22,Yes,on-screen fingerprint sensor |face unlock|3.5 mm headphone jack present,32.0,512.0,,android v13,qualcomm snapdragon 8 gen 2 octa core processor,asus,asus rog phone 7 ultimate,0,99999,0.0,https://pricebaba.com/mobile/asus-rog-phone-7-ultimate,in stock,16.0,50.0,165
"4600 mah battery with flash charging, charges upto 70% in 30 minutes",4600,dual sim: nano + nano with volte support,17.22,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,50.0,256.0,,android v13,qualcomm snapdragon 778g plus octa core processor,vivo,vivo s17,0,29060,0.0,https://pricebaba.com/mobile/vivo-s17,in stock,8.0,50.0,120
4200 mah battery with turbo power charging,4200,dual sim: nano + esim with volte support,17.53,Yes,side fingerprint sensor |face unlock|no 3.5 mm headphone jack present,32.0,256.0,,android v13,qualcomm snapdragon 7 gen 1 octa core processor,motorola,motorola razr 40,0,59999,0.0,https://pricebaba.com/mobile/motorola-razr-40,in stock,8.0,64.0,144
"4500 mah battery with fast charging, charges upto 100% in 38 minutes",4500,dual sim: nano + nano with volte support,16.15,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,32.0,256.0,,android v13,qualcomm snapdragon 8 gen 2 octa core processor,xiaomi,xiaomi 13,0,47390,0.0,https://pricebaba.com/mobile/xiaomi-13,in stock,8.0,50.0,120
6000 mah battery with fast charging,6000,dual sim: nano + nano with volte support,16.76,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,8.0,128.0,385,android v12,samsung exynos 850 octa core processor,samsung,samsung galaxy m13 128gb,0,13999,0.0,https://pricebaba.com/mobile/samsung-galaxy-m13-128gb,in stock,6.0,50.0,60
"5160 mah battery with turbo charging, charges upto 50% in 15 minutes",5160,dual sim: nano + nano with volte support,16.94,Yes,on-screen fingerprint sensor which unlocks in 0.2 seconds|face unlock|no 3.5 mm headphone jack present,16.0,256.0,,android v13,qualcomm snapdragon 8 plus gen 1 octa core processor,poco,poco f5 pro,0,36890,0.0,https://pricebaba.com/mobile/poco-f5-pro,in stock,8.0,64.0,120
"5000 mah battery with fast charging, charges upto 50% in 30 minutes",5000,dual sim: nano + nano with volte support,16.76,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,8.0,128.0,,android v12,mediatek dimensity 700 mt6833 octa core processor,realme,realme 10 5g,0,14790,0.0,https://pricebaba.com/mobile/realme-10-5g,in stock,8.0,50.0,90
"4700 mah battery with fast charging, charges upto 100% in 33 minutes",4700,dual sim: nano + nano with volte support,17.22,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,32.0,256.0,,android v13,qualcomm snapdragon 8 gen 2 octa core processor,vivo,vivo x90 pro plus,0,74390,0.0,https://pricebaba.com/mobile/vivo-x90-pro-plus,in stock,12.0,50.0,120
5000 mah battery with super flash charging,5000,dual sim: nano + nano with volte support,17.07,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,8.0,256.0,,android v13,qualcomm snapdragon 695 octa core processor,oppo,oppo a1 5g,0,25190,0.0,https://pricebaba.com/mobile/oppo-a1-5g,in stock,8.0,50.0,120
3800 mah battery with turbo power charging,3800,dual sim: nano + esim with volte support,17.53,Yes,side fingerprint sensor |face unlock|no 3.5 mm headphone jack present,32.0,256.0,,android v13,qualcomm snapdragon 8 plus gen 1 octa core processor,motorola,motorola razr plus 2023,0,79990,0.0,https://pricebaba.com/mobile/motorola-razr-plus-2023,in stock,8.0,12.0,165
4600 mah battery with fast charging,4600,dual sim: nano + nano with volte support,17.02,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,32.0,256.0,,android v13,qualcomm snapdragon 7 gen 1 octa core processor,htc,htc u23 pro,0,45590,0.0,https://pricebaba.com/mobile/htc-u23-pro,in stock,8.0,108.0,120
3020 mah battery,3020,dual sim with volte support,12.7,No,no fingerprint sensor |face unlock|3.5 mm headphone jack present,0.3,32.0,50,android v12,unisoc sc9832e quad core processor,itel,itel a24 pro,0,4690,0.0,https://pricebaba.com/mobile/itel-a24-pro,in stock,2.0,2.0,60
5000 mah battery with fast charging,5000,dual sim: nano + esim with volte support,17.53,Yes,no fingerprint sensor |face unlock|no 3.5 mm headphone jack present,32.0,512.0,,ios v16,apple a16 bionic hexa core processor,apple,apple iphone 18 pro max,0,169990,0.0,https://pricebaba.com/mobile/apple-iphone-18-pro-max,in stock,12.0,200.0,165
5400 mah battery with fast charging,5400,dual sim: nano + nano with volte support,17.15,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,24.0,256.0,,android v13,mediatek dimensity 9000 mt6983 octa core processor,iqoo,iqoo neo 8 se,0,24990,0.0,https://pricebaba.com/mobile/iqoo-neo-8-se,in stock,8.0,64.0,60
5000 mah battery with fast charging,5000,dual sim: nano + nano with volte support,17.07,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,24.0,256.0,,android v13,mediatek dimensity 1200 mt6893 octa core processor,xiaomi,xiaomi redmi note 14 pro,0,23990,0.0,https://pricebaba.com/mobile/xiaomi-redmi-note-14-pro,in stock,12.0,108.0,60
5100 mah battery with fast charging,5100,dual sim: nano + nano with volte support,16.94,Yes,on-screen fingerprint sensor |face unlock|3.5 mm headphone jack present,32.0,128.0,,android v13,qualcomm snapdragon 8 gen 2 octa core processor,xiaomi,xiaomi redmi k60 ultra,0,41990,0.0,https://pricebaba.com/mobile/xiaomi-redmi-k60-ultra,in stock,8.0,108.0,60
5000 mah battery with turbo power charging,5000,dual sim: nano + nano with volte support,16.51,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,16.0,128.0,50,android v13,mediatek helio g85 octa core processor,motorola,motorola g23,0,20490,0.0,https://pricebaba.com/mobile/motorola-g23,in stock,8.0,50.0,90
5000 mah battery,5000,dual sim: nano + nano with volte support,16.54,No,side fingerprint sensor |face unlock|3.5 mm headphone jack present,5.0,128.0,,android v12,mediatek helio p35 octa core processor,vivo,vivo y11 2023,0,10790,0.0,https://pricebaba.com/mobile/vivo-y11-2023,in stock,4.0,8.0,60
"5000 mah battery with flash charging, charges upto 50% in 9 minutes",5000,dual sim: nano + nano with volte support,17.22,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,16.0,256.0,,android v13,mediatek dimensity 9200 plus mt6983 octa core processor,iqoo,iqoo neo 8 pro,0,38790,0.0,https://pricebaba.com/mobile/iqoo-neo-8-pro,in stock,16.0,50.0,144
4821 mah battery with fast charging,4821,dual sim: nano + esim with volte support,19.3,Yes,side fingerprint sensor |face unlock|no 3.5 mm headphone jack present,8.0,256.0,,android v13,google tensor g2 octa core processor,google,google pixel fold,0,147490,0.0,https://pricebaba.com/mobile/google-pixel-fold,in stock,12.0,48.0,120
"4500 mah battery with fast charging, charges upto 100% in 38 minutes",4500,dual sim: nano + nano with volte support,16.64,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,32.0,256.0,,android v13,mediatek dimensity 8200 mt6896z octa core processor,xiaomi,xiaomi civi 3,0,29290,0.0,https://pricebaba.com/mobile/xiaomi-civi-3,in stock,12.0,50.0,120
5000 mah battery with fast charging,5000,dual sim: nano + nano (hybrid) with volte support,17.22,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,16.0,128.0,,android v13,qualcomm snapdragon 695 octa core processor,vivo,vivo v29 lite,0,31840,0.0,https://pricebaba.com/mobile/vivo-v29-lite,in stock,8.0,64.0,120
5000 mah battery with fast charging,5000,dual sim: nano + nano with volte support,16.33,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,16.0,128.0,,android v13,mediatek helio g96 octa core processor,xiaomi,xiaomi redmi note 12s,0,15999,0.0,https://pricebaba.com/mobile/xiaomi-redmi-note-12s,in stock,6.0,108.0,90
"4800 mah battery with super vooc charging, charges upto 50% in 12 minutes",4800,dual sim: nano + nano with volte support,17.12,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,32.0,256.0,,android v13,mediatek dimensity 9200 mt6985 octa core processor,oppo,oppo find x6,0,54190,0.0,https://pricebaba.com/mobile/oppo-find-x6,in stock,12.0,50.0,120
5000 mah battery with fast charging,5000,dual sim: nano + nano (hybrid) with volte support,17.25,Yes,side fingerprint sensor |face unlock|3.5 mm headphone jack present,8.0,128.0,,android v13,mediatek helio g88 octa core processor,xiaomi,xiaomi redmi 12,0,12290,0.0,https://pricebaba.com/mobile/xiaomi-redmi-12,in stock,4.0,50.0,90
5100 mah battery with turbo power charging,5100,dual sim: nano + esim with volte support,16.94,Yes,on-screen fingerprint sensor |face unlock|no 3.5 mm headphone jack present,60.0,256.0,,android v13,qualcomm snapdragon 8 gen 2 octa core processor,motorola,motorola edge plus 2023,0,65490,0.0,https://pricebaba.com/mobile/motorola-edge-plus-2023,in stock,8.0,50.0,165
